Car Details
"CaracterísticasCHERY TIGGO 2 LOOK 1.5 16V FLEX AUT.5PCategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 2 LOOK 1.5 16V FLEX AUT.5PMarcaCHERYTipo de veículoHatchAno2022Quilometragem32479Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4PMarcaVOLKSWAGENTipo de veículoSedãAno2020Quilometragem23679Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4PCategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4PMarcaHONDATipo de veículoSedãAno2020Quilometragem40726Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.MarcaCHEVROLETTipo de veículoPasseioAno2021Quilometragem49080CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa4Ver OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET SEDAN PLUS LT 1.0 12V 4P MECCategoriaCarros, vans e utilitáriosModeloCHEVROLET SEDAN PLUS LT 1.0 12V 4P MECMarcaCHEVROLETTipo de veículoSedãAno2024Quilometragem1Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET S10 PICK-UP MIDNIGHT 2.8 4X4 CD DIES AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP MIDNIGHT 2.8 4X4 CD DIES AUTMarcaCHEVROLETTipo de veículoPick-upAno2024Quilometragem30Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET S10 P-UP H.COUNTRY 2.8 4X4 CD DIES.AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 P-UP H.COUNTRY 2.8 4X4 CD DIES.AUT.MarcaCHEVROLETTipo de veículoPick-upAno2024Quilometragem0Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET MONTANA SPORT 1.4 ECONOFLEX 8V 2PCategoriaCarros, vans e utilitáriosModeloCHEVROLET MONTANA SPORT 1.4 ECONOFLEX 8V 2PMarcaCHEVROLETTipo de veículoPick-upAno2024Quilometragem0Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas2 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN POLO GT 2.0 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO GT 2.0 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoPasseioAno2020Quilometragem58508CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa5Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET ONIX HATCH RS 1.0 TB 12V FLEX 5P AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX HATCH RS 1.0 TB 12V FLEX 5P AUTMarcaCHEVROLETTipo de veículoHatchAno2024Quilometragem0Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLVO RECHARGE PLUS (ELÉTRICO)CategoriaCarros, vans e utilitáriosModeloVOLVO RECHARGE PLUS (ELÉTRICO)MarcaVOLVOTipo de veículoSUVAno2023Quilometragem0Potência do motor2.0 - 2.9CombustívelElétricoPossui Kit GNVNãoCorPretoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETTipo de veículoVan/UtilitárioAno2023Quilometragem0Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET HATCH LT 1.0 12V FLEX 5P MECCategoriaCarros, vans e utilitáriosModeloCHEVROLET HATCH LT 1.0 12V FLEX 5P MECMarcaCHEVROLETTipo de veículoHatchAno2022Quilometragem53530Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUTMarcaCHEVROLETTipo de veículoPick-upAno2019Quilometragem69198Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4PCategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4PMarcaHONDAAno2014Quilometragem108465Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico"
"CaracterísticasRENAULT DUSTER ZEN 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloRENAULT DUSTER ZEN 1.6 16V FLEX AUTMarcaRENAULTTipo de veículoPasseioAno2022Quilometragem56011CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa3Ver OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasHONDA EXL CVTCategoriaCarros, vans e utilitáriosModeloHONDA EXL CVTMarcaHONDAAno2020Quilometragem27372Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico"
"CaracterísticasTROLLER T-4 TX4 CONNECT 4X4 3.2 CAP.RÍG.DIE.MECCategoriaCarros, vans e utilitáriosModeloTROLLER T-4 TX4 CONNECT 4X4 3.2 CAP.RÍG.DIE.MECMarcaTROLLERTipo de veículoPick-upAno2016Quilometragem34642Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasRENAULT KWID 1.0 INTENSECategoriaCarros, vans e utilitáriosModeloRENAULT KWID 1.0 INTENSEMarcaRENAULTTipo de veículoHatchAno2023Quilometragem53000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa3Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUTMarcaCHEVROLETAno2022Quilometragem23000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI 1.0 OCEANCategoriaCarros, vans e utilitáriosModeloHYUNDAI 1.0 OCEANMarcaHYUNDAIAno2019Quilometragem60000Potência do motor1.0CâmbioManualCorPrataPortas4 portasPossui Kit GNVNãoVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET TRACKER PREMIER 1.2 TURBO 12V FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET TRACKER PREMIER 1.2 TURBO 12V FLEX AUTMarcaCHEVROLETTipo de veículoPasseioAno2021Quilometragem50712CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa8Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétrica"
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.MarcaJEEPTipo de veículoSUVAno2019Quilometragem60308Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICOCategoriaCarros, vans e utilitáriosModeloTOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICOMarcaTOYOTATipo de veículoSedãAno2023Quilometragem103Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasJEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.MarcaJEEPTipo de veículoSUVAno2019Quilometragem58428Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA RAV4 2.5 S 4X4 HYBRID AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA RAV4 2.5 S 4X4 HYBRID AUT.MarcaTOYOTATipo de veículoSUVAno2019Quilometragem53758Potência do motor2.0 - 2.9CombustívelHíbridoPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa3Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasFIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloFIAT TORO RANCH 2.0 16V 4X4 DIESEL AUT.MarcaFIATTipo de veículoPick-upAno2020Quilometragem59000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHONDA CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloHONDA CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.MarcaHONDAAno2019Quilometragem65400CâmbioAutomáticoPossui Kit GNVNão"
"CaracterísticasMITSUBISHI L200 GLS 2.5 4X4 CD DIESELCategoriaCarros, vans e utilitáriosModeloMITSUBISHI L200 GLS 2.5 4X4 CD DIESELMarcaMITSUBISHITipo de veículoPick-upAno2008Quilometragem165000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulica"
"CaracterísticasRENAULT SANDERO DYNAMIQUE FLEX 1.6 16V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO DYNAMIQUE FLEX 1.6 16V 5PMarcaRENAULTTipo de veículoPasseioAno2015Quilometragem0CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorCinzaPortas2 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionado"
"CaracterísticasCHEVROLET CRUZE SPORT PREMIER 1.4 16V TB FLEX AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET CRUZE SPORT PREMIER 1.4 16V TB FLEX AUTMarcaCHEVROLETTipo de veículoHatchAno2020Quilometragem44000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasMERCEDES-BENZ GLACategoriaCarros, vans e utilitáriosModeloMERCEDES-BENZ GLAMarcaMERCEDES-BENZAno2017Quilometragem40500Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA XL LIVE SEDAN 1.5 FLEX 16V 4P AUTCategoriaCarros, vans e utilitáriosModeloTOYOTA XL LIVE SEDAN 1.5 FLEX 16V 4P AUTMarcaTOYOTATipo de veículoSedãAno2021Quilometragem9000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN T-CROSSCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN T-CROSSMarcaVOLKSWAGENAno2021Quilometragem37039Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoCâmera de réTrava elétricaVidro elétrico"
"CaracterísticasPEUGEOT 207 X-LINE 1.4 FLEX 8V 3PCategoriaCarros, vans e utilitáriosModeloPEUGEOT 207 X-LINE 1.4 FLEX 8V 3PMarcaPEUGEOTTipo de veículoHatchAno2011Quilometragem172000CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas2 portasFinal de placa5Ver OpcionaisOpcionaisAlarmeTrava elétricaVidro elétrico"
"CaracterísticasFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2PCategoriaCarros, vans e utilitáriosModeloFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2PMarcaFIATAno2012Quilometragem157771Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa2Tipo de direçãoMecânica"
"CaracterísticasCHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4PCategoriaCarros, vans e utilitáriosModeloCHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4PMarcaCHEVROLETTipo de veículoSedãAno2014Quilometragem102000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasFORD DEL REY GLX 1.6/1.8 / GL 1.6/1.8 2P E 4PCategoriaCarros, vans e utilitáriosModeloFORD DEL REY GLX 1.6/1.8 / GL 1.6/1.8 2P E 4PMarcaFORDTipo de veículoSedãAno1990Quilometragem190000Potência do motor1.6CombustívelÁlcoolPossui Kit GNVNãoCâmbioManualCorAzulPortas4 portasFinal de placa5Tipo de direçãoMecânicaVer OpcionaisOpcionaisSom"
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem37595Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA COROLLA ALTIS PREM. HYBRID 1.8 FLEX AUTCategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA ALTIS PREM. HYBRID 1.8 FLEX AUTMarcaTOYOTATipo de veículoSedãAno2021Quilometragem51240Potência do motor1.8CâmbioAutomáticoCorCinzaPortas4 portasFinal de placa3Possui Kit GNVNãoTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETTipo de veículoSedãAno2013Quilometragem0Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN VOYAGE L/LS/PLUS/GLS/S/SPORT/SUPER L.ANG (ÁLCOOL)CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE L/LS/PLUS/GLS/S/SPORT/SUPER L.ANG (ÁLCOOL)MarcaVOLKSWAGENTipo de veículoSedãAno1989Quilometragem111111Potência do motor1.9CombustívelÁlcoolPossui Kit GNVNãoCâmbioManualCorCinzaPortas2 portasFinal de placa7Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN GOL 1.0 FLEX 12V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL 1.0 FLEX 12V 5PMarcaVOLKSWAGENTipo de veículoPasseioAno2021Quilometragem80040CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasHONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4PCategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4PMarcaHONDATipo de veículoSedãAno2009Quilometragem179000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVerdePortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.MarcaHYUNDAITipo de veículoSedãAno2017Quilometragem99Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorOutraPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICOCategoriaCarros, vans e utilitáriosModeloTOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICOMarcaTOYOTATipo de veículoPasseioAno2019Quilometragem40685CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa7Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA COROLLA ALTIS 2.0 FLEX 16V AUT.MarcaTOYOTATipo de veículoPasseioAno2019Quilometragem88060CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa2Ver OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasBMW X5 XDRIVE 45E 3.0 M.SPORT HÍBRIDO AUCategoriaCarros, vans e utilitáriosModeloBMW X5 XDRIVE 45E 3.0 M.SPORT HÍBRIDO AUMarcaBMWTipo de veículoSUVAno2022Quilometragem30000Potência do motor3.0 - 3.9CombustívelHíbridoPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas2 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasNISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN FRONTIER LE CD 4X4 2.5 TB DIESEL AUT.MarcaNISSANTipo de veículoCaminhão LeveAno2011Quilometragem158000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
